"age","gender","marital_status","over18","attrition","business_travel","distance_from_home","department","job_role","job_level","employee_number","employee_count","monthly_income","monthly_rate","daily_rate","hourly_rate","percent_salary_hike","stock_option_level","education","education_field","training_times_last_year","environment_satisfaction","job_involvement","job_satisfaction","performance_rating","relationship_satisfaction","work_life_balance","num_companies_worked","total_working_years","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager","over_time","standard_hours"
26,Male,Single,Y,Yes,Non-Travel,29,Sales,Sales Executive,2,1037,1,4969,21813,265,79,18,0,2,Medical,6,2,1,1,3,4,3,8,7,2,2,2,2,No,80
52,Female,Married,Y,Yes,Travel_Rarely,2,Sales,Manager,5,1038,1,19845,25846,266,57,15,1,1,Marketing,3,1,1,4,3,4,3,1,33,32,14,6,9,No,80
44,Female,Married,Y,No,Travel_Rarely,28,Sales,Sales Executive,4,1039,1,13320,11737,1448,53,18,1,3,Medical,2,4,4,4,3,3,3,3,23,12,11,11,11,Yes,80
50,Female,Married,Y,No,Non-Travel,1,Sales,Sales Executive,2,1040,1,6347,24920,145,95,12,1,3,Life Sciences,3,4,3,3,3,1,3,0,19,18,7,0,13,No,80
36,Female,Single,Y,Yes,Travel_Rarely,16,Research & Development,Laboratory Technician,1,1042,1,2743,8269,885,43,16,0,4,Life Sciences,1,3,4,1,3,3,3,1,18,17,13,15,14,No,80
39,Female,Single,Y,No,Travel_Frequently,22,Research & Development,Manufacturing Director,3,1043,1,10880,5083,945,82,13,0,3,Medical,2,4,3,1,3,3,3,1,21,21,6,2,8,Yes,80
33,Female,Single,Y,No,Non-Travel,8,Sales,Sales Representative,1,1044,1,2342,21437,1038,88,19,0,1,Life Sciences,2,2,2,4,3,4,2,0,3,2,2,2,2,No,80
45,Female,Married,Y,No,Travel_Rarely,11,Sales,Manager,4,1045,1,17650,5404,1234,90,13,1,2,Life Sciences,4,4,3,4,3,2,4,3,26,9,3,1,1,No,80
32,Female,Single,Y,No,Non-Travel,29,Research & Development,Laboratory Technician,1,1046,1,4025,11135,1109,69,12,0,4,Medical,2,4,3,3,3,2,3,9,10,8,7,7,7,No,80
34,Male,Divorced,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,1047,1,9725,12278,216,75,11,1,4,Marketing,2,2,4,4,3,4,2,0,16,15,1,0,9,No,80
59,Male,Married,Y,No,Travel_Rarely,1,Sales,Manager,3,1048,1,11904,11038,1089,66,14,1,2,Technical Degree,1,2,3,4,3,3,1,3,14,6,4,0,4,Yes,80
45,Male,Single,Y,No,Travel_Rarely,24,Human Resources,Human Resources,1,1049,1,2177,8318,788,36,16,0,4,Medical,3,2,3,2,3,1,3,1,6,6,3,0,4,No,80
53,Female,Married,Y,No,Travel_Frequently,2,Sales,Sales Executive,3,1050,1,7525,23537,124,38,12,1,3,Marketing,2,3,2,2,3,1,3,2,30,15,7,6,12,No,80
36,Male,Divorced,Y,Yes,Travel_Rarely,15,Research & Development,Laboratory Technician,2,1052,1,4834,7858,660,81,14,1,3,Other,3,1,3,3,3,2,2,7,9,1,0,0,0,No,80
26,Male,Married,Y,Yes,Travel_Frequently,2,Research & Development,Research Scientist,1,1053,1,2042,15346,342,57,14,1,3,Life Sciences,2,1,3,1,3,2,3,6,6,3,2,1,2,Yes,80
34,Female,Married,Y,No,Travel_Rarely,10,Sales,Sales Representative,1,1055,1,2220,18410,1333,87,19,1,4,Life Sciences,2,3,3,3,3,4,3,1,1,1,1,0,0,Yes,80
28,Male,Married,Y,No,Travel_Rarely,10,Sales,Sales Representative,1,1056,1,1052,23384,1144,74,22,0,1,Medical,5,4,3,2,4,2,3,1,1,1,0,0,0,No,80
38,Male,Married,Y,No,Travel_Frequently,3,Research & Development,Research Scientist,1,1060,1,2821,2997,1186,44,16,1,4,Other,2,3,3,3,3,1,3,3,8,2,2,2,2,No,80
50,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Research Director,5,1061,1,19237,12853,1464,62,11,1,4,Medical,2,2,3,3,3,4,2,2,29,8,1,7,7,Yes,80
37,Female,Single,Y,No,Travel_Rarely,3,Research & Development,Healthcare Representative,2,1062,1,4107,13848,124,35,15,0,3,Other,3,4,3,2,3,1,2,3,8,4,3,0,1,No,80
40,Male,Married,Y,No,Travel_Rarely,26,Sales,Sales Executive,2,1066,1,8396,22217,300,74,14,1,3,Marketing,3,3,3,1,3,2,2,1,8,7,7,7,5,No,80
26,Female,Divorced,Y,No,Travel_Frequently,1,Research & Development,Research Scientist,1,1068,1,2007,25265,921,66,13,2,1,Medical,5,1,2,3,3,3,3,1,5,5,3,1,3,No,80
46,Male,Divorced,Y,No,Travel_Rarely,1,Research & Development,Research Director,5,1069,1,19627,21445,430,40,17,2,4,Medical,0,4,3,4,3,4,3,9,23,2,2,2,2,No,80
54,Female,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,3,1070,1,10686,8392,1082,41,11,1,4,Life Sciences,4,3,2,3,3,2,3,6,13,9,4,7,0,No,80
56,Female,Married,Y,No,Travel_Frequently,9,Research & Development,Research Scientist,1,1071,1,2942,12154,1240,63,19,1,3,Medical,4,1,3,3,3,2,3,2,18,5,4,0,3,No,80
36,Female,Single,Y,No,Travel_Rarely,12,Research & Development,Manufacturing Director,3,1073,1,8858,15669,796,51,11,0,5,Medical,2,4,2,4,3,2,2,0,15,14,8,7,8,No,80
55,Male,Single,Y,No,Non-Travel,2,Research & Development,Manager,4,1074,1,16756,17323,444,40,15,0,1,Medical,3,3,2,1,3,2,4,7,31,9,7,6,2,No,80
43,Male,Divorced,Y,No,Travel_Rarely,25,Sales,Sales Executive,3,1076,1,10798,5268,415,79,13,1,3,Medical,5,3,2,4,3,3,3,5,18,1,0,0,0,No,80
20,Female,Single,Y,Yes,Travel_Frequently,9,Sales,Sales Representative,1,1077,1,2323,17205,769,54,14,0,3,Marketing,3,4,3,4,3,2,3,1,2,2,2,0,2,Yes,80
21,Female,Single,Y,Yes,Travel_Rarely,10,Research & Development,Laboratory Technician,1,1079,1,1416,17258,1334,36,13,0,3,Life Sciences,6,3,2,1,3,1,2,1,1,1,0,1,0,No,80
46,Female,Divorced,Y,No,Travel_Rarely,8,Research & Development,Research Scientist,2,1080,1,4615,21029,1003,74,23,3,4,Life Sciences,2,4,2,1,4,1,3,8,19,16,13,1,7,Yes,80
51,Male,Married,Y,Yes,Travel_Rarely,4,Research & Development,Research Scientist,1,1081,1,2461,10332,1323,34,12,3,4,Life Sciences,2,1,3,3,3,3,4,9,18,10,0,2,7,Yes,80
28,Male,Single,Y,Yes,Non-Travel,24,Research & Development,Healthcare Representative,3,1082,1,8722,12355,1366,72,12,0,2,Technical Degree,2,2,2,1,3,1,2,1,10,10,7,1,9,No,80
26,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,1083,1,3955,11141,192,59,16,2,2,Medical,2,1,2,1,3,1,3,1,6,5,3,1,3,No,80
30,Male,Married,Y,No,Travel_Rarely,20,Research & Development,Manufacturing Director,2,1084,1,9957,9096,1176,85,15,1,3,Other,1,3,3,1,3,3,2,0,7,6,2,0,2,No,80
41,Female,Married,Y,No,Travel_Rarely,7,Research & Development,Research Scientist,1,1085,1,3376,18863,509,43,13,0,2,Technical Degree,3,2,4,3,3,3,3,1,10,10,6,0,8,No,80
38,Female,Married,Y,No,Travel_Rarely,17,Research & Development,Healthcare Representative,3,1088,1,8823,24608,330,65,18,1,1,Life Sciences,4,3,2,3,3,1,2,0,20,19,9,1,9,No,80
40,Male,Married,Y,No,Travel_Rarely,20,Research & Development,Healthcare Representative,3,1092,1,10322,26542,1492,61,20,1,4,Technical Degree,6,1,3,4,4,4,3,4,14,11,10,11,1,No,80
27,Male,Married,Y,No,Non-Travel,8,Research & Development,Laboratory Technician,1,1094,1,4621,5869,1277,87,19,3,5,Life Sciences,4,1,1,3,3,4,3,1,3,3,2,1,2,No,80
55,Male,Married,Y,No,Travel_Frequently,2,Research & Development,Manufacturing Director,3,1096,1,10976,15813,1091,65,18,1,1,Life Sciences,4,4,3,2,3,2,3,3,23,3,2,1,2,No,80
28,Female,Single,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,2,1097,1,3660,7909,857,59,13,0,3,Other,4,3,3,3,3,4,4,3,10,8,7,1,7,No,80
44,Male,Married,Y,Yes,Travel_Rarely,1,Human Resources,Human Resources,3,1098,1,10482,2326,1376,91,14,1,2,Medical,1,2,2,1,3,4,3,9,24,20,6,3,6,No,80
33,Male,Divorced,Y,No,Travel_Rarely,5,Research & Development,Healthcare Representative,3,1099,1,7119,21214,654,34,15,1,3,Life Sciences,2,4,2,4,3,3,3,4,9,3,2,1,2,No,80
35,Male,Single,Y,Yes,Travel_Rarely,4,Sales,Sales Executive,3,1100,1,9582,10333,1204,86,22,0,3,Technical Degree,2,4,3,1,4,1,3,0,9,8,7,4,7,Yes,80
33,Female,Single,Y,Yes,Travel_Frequently,29,Research & Development,Research Scientist,2,1101,1,4508,3129,827,54,22,0,4,Medical,4,1,2,3,4,2,3,1,14,13,7,3,8,No,80
28,Male,Divorced,Y,No,Travel_Rarely,15,Research & Development,Laboratory Technician,1,1102,1,2207,22482,895,50,16,1,2,Life Sciences,5,1,3,3,3,4,2,1,4,4,2,2,2,No,80
34,Male,Single,Y,No,Travel_Frequently,3,Research & Development,Healthcare Representative,2,1103,1,7756,22266,618,45,17,0,1,Life Sciences,1,1,3,4,3,3,2,0,7,6,2,0,4,No,80
37,Female,Divorced,Y,No,Travel_Rarely,10,Sales,Sales Executive,2,1105,1,6694,24223,309,88,14,3,4,Life Sciences,5,4,2,4,3,3,3,2,8,1,0,0,0,Yes,80
25,Male,Married,Y,Yes,Travel_Rarely,4,Research & Development,Laboratory Technician,1,1106,1,3691,4605,1219,32,15,1,1,Technical Degree,3,4,3,4,3,2,4,1,7,7,7,5,6,Yes,80
26,Male,Divorced,Y,Yes,Travel_Rarely,21,Research & Development,Laboratory Technician,1,1107,1,2377,19373,1330,37,20,1,3,Medical,0,1,3,3,4,3,2,1,1,1,1,0,0,No,80
33,Male,Single,Y,Yes,Travel_Rarely,25,Research & Development,Research Scientist,1,1108,1,2313,2993,1017,55,20,0,3,Medical,0,1,2,2,4,2,3,4,5,2,2,2,2,Yes,80
42,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Manager,4,1109,1,17665,14399,469,35,17,1,2,Medical,3,4,3,1,3,4,3,0,23,22,6,13,7,No,80
28,Male,Divorced,Y,Yes,Travel_Frequently,1,Research & Development,Laboratory Technician,1,1111,1,2596,7160,1009,45,15,2,3,Medical,2,1,2,2,3,1,3,1,1,1,0,0,0,No,80
50,Male,Single,Y,Yes,Travel_Frequently,1,Sales,Sales Executive,2,1113,1,4728,17251,959,81,14,0,4,Other,4,4,3,3,3,4,3,3,5,0,0,0,0,Yes,80
33,Female,Married,Y,No,Travel_Frequently,7,Sales,Sales Executive,2,1114,1,4302,13401,970,30,17,1,3,Life Sciences,3,4,3,2,3,3,3,0,4,3,2,0,2,No,80
34,Male,Married,Y,No,Non-Travel,3,Research & Development,Research Scientist,1,1115,1,2979,22478,697,40,17,3,4,Life Sciences,2,3,2,4,3,4,3,3,6,0,0,0,0,No,80
48,Male,Single,Y,No,Non-Travel,1,Research & Development,Manager,4,1116,1,16885,16154,1262,35,22,0,4,Medical,3,1,4,4,4,3,2,2,27,5,4,2,1,No,80
45,Female,Married,Y,No,Non-Travel,9,Sales,Sales Executive,2,1117,1,5593,17970,1050,65,13,1,4,Life Sciences,2,2,2,3,3,4,3,1,15,15,10,4,12,No,80
52,Male,Single,Y,No,Travel_Rarely,7,Research & Development,Healthcare Representative,3,1118,1,10445,15322,994,87,19,0,4,Life Sciences,4,2,3,2,3,4,3,7,18,8,6,4,0,No,80
38,Male,Divorced,Y,No,Travel_Rarely,10,Sales,Sales Executive,3,1119,1,8740,5569,770,73,14,2,4,Marketing,2,3,2,3,3,2,3,0,9,8,7,2,7,Yes,80
29,Female,Divorced,Y,No,Travel_Rarely,28,Research & Development,Research Scientist,1,1120,1,2514,26968,1107,93,22,1,4,Life Sciences,1,3,3,4,4,1,3,4,11,7,5,1,7,No,80
28,Female,Divorced,Y,No,Travel_Rarely,3,Research & Development,Manufacturing Director,3,1121,1,7655,8039,950,93,17,3,3,Medical,3,4,3,2,3,2,2,0,10,9,7,1,7,No,80
46,Male,Married,Y,No,Travel_Rarely,3,Sales,Manager,4,1124,1,17465,15596,406,52,12,1,1,Marketing,3,1,3,3,3,4,3,3,23,12,9,4,9,No,80
38,Male,Single,Y,No,Travel_Rarely,2,Sales,Sales Executive,3,1125,1,7351,20619,130,32,16,0,2,Marketing,2,4,3,2,3,3,3,7,10,1,0,0,0,No,80
43,Female,Married,Y,No,Travel_Frequently,27,Research & Development,Manufacturing Director,3,1126,1,10820,11535,1082,83,11,1,3,Life Sciences,1,3,3,1,3,3,3,8,18,8,7,0,1,No,80
39,Male,Divorced,Y,Yes,Travel_Frequently,2,Research & Development,Healthcare Representative,4,1127,1,12169,13547,203,84,11,3,3,Life Sciences,4,1,3,4,3,4,3,7,21,18,7,11,5,No,80
40,Male,Single,Y,No,Travel_Rarely,14,Research & Development,Research Director,5,1128,1,19626,17544,1308,44,14,0,3,Medical,2,3,2,3,3,1,4,1,21,20,7,4,9,No,80
21,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,1131,1,2070,25326,984,70,11,0,1,Technical Degree,6,4,2,2,3,3,4,1,2,2,2,2,2,Yes,80
39,Male,Single,Y,No,Non-Travel,9,Research & Development,Laboratory Technician,2,1132,1,6782,8770,439,70,15,0,3,Life Sciences,2,3,3,2,3,3,2,9,9,5,4,0,3,No,80
36,Male,Single,Y,No,Non-Travel,18,Research & Development,Manufacturing Director,2,1133,1,7779,23238,217,78,20,0,4,Life Sciences,0,1,3,4,4,1,3,2,18,11,9,0,9,No,80
31,Male,Married,Y,No,Travel_Frequently,20,Sales,Sales Representative,1,1135,1,2791,21981,793,67,12,1,3,Life Sciences,4,3,4,4,3,1,3,0,3,2,2,2,2,No,80
28,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,1136,1,3201,19911,1451,67,17,0,1,Life Sciences,2,1,2,2,3,1,1,0,6,5,3,0,4,No,80
35,Male,Divorced,Y,No,Travel_Frequently,11,Sales,Sales Executive,2,1137,1,4968,18500,1182,54,11,1,2,Marketing,3,4,3,4,3,4,3,1,5,5,2,0,2,No,80
49,Male,Married,Y,No,Travel_Rarely,8,Sales,Sales Executive,4,1138,1,13120,11879,174,56,17,1,4,Technical Degree,3,4,2,2,3,2,3,6,22,9,8,2,3,No,80
34,Male,Single,Y,No,Travel_Frequently,2,Research & Development,Manufacturing Director,2,1140,1,4033,15834,1003,95,11,0,2,Life Sciences,3,4,3,3,3,4,2,2,5,3,2,0,2,No,80
29,Female,Divorced,Y,No,Travel_Frequently,10,Research & Development,Research Scientist,1,1143,1,3291,17940,490,61,14,2,3,Life Sciences,2,4,3,2,3,4,2,0,8,7,5,1,1,No,80
42,Male,Single,Y,No,Travel_Rarely,29,Research & Development,Laboratory Technician,2,1148,1,4272,9558,188,56,19,0,3,Medical,3,2,1,4,3,1,3,4,16,1,0,0,0,No,80
29,Male,Married,Y,No,Travel_Rarely,8,Research & Development,Manufacturing Director,2,1150,1,5056,17689,718,79,15,1,1,Medical,2,2,2,4,3,3,2,1,10,10,7,1,2,Yes,80
38,Male,Married,Y,No,Travel_Rarely,1,Human Resources,Human Resources,1,1152,1,2844,6004,433,37,13,1,3,Human Resources,2,3,4,3,3,4,4,1,7,7,6,5,0,No,80
28,Male,Divorced,Y,No,Travel_Frequently,6,Research & Development,Research Scientist,1,1154,1,2703,22088,773,39,14,1,3,Life Sciences,2,3,2,3,3,4,3,1,3,3,1,0,2,Yes,80
18,Male,Single,Y,Yes,Non-Travel,8,Research & Development,Laboratory Technician,1,1156,1,1904,13556,247,80,12,0,1,Medical,0,3,3,3,3,4,3,1,0,0,0,0,0,No,80
33,Female,Single,Y,Yes,Travel_Rarely,9,Sales,Sales Executive,2,1157,1,8224,18385,603,77,17,0,4,Marketing,3,1,3,1,3,1,3,0,6,5,2,0,3,Yes,80
41,Male,Married,Y,No,Travel_Rarely,12,Research & Development,Laboratory Technician,1,1158,1,4766,9051,167,46,11,1,4,Life Sciences,4,2,3,4,3,1,3,3,6,1,0,0,0,Yes,80
31,Male,Married,Y,Yes,Travel_Frequently,15,Research & Development,Laboratory Technician,1,1160,1,2610,6233,874,72,12,1,3,Medical,5,3,3,3,3,3,2,1,2,2,2,2,2,No,80
37,Female,Divorced,Y,No,Travel_Rarely,25,Research & Development,Healthcare Representative,2,1161,1,5731,17171,367,52,13,2,2,Medical,2,3,2,4,3,3,3,7,9,6,2,1,3,No,80
27,Male,Married,Y,No,Travel_Rarely,6,Research & Development,Research Scientist,1,1162,1,2539,7950,199,55,13,1,3,Life Sciences,0,4,2,3,3,3,3,1,4,4,2,2,2,No,80
34,Female,Married,Y,No,Travel_Rarely,9,Sales,Sales Executive,2,1163,1,5714,5829,1400,70,20,0,1,Life Sciences,3,2,3,3,4,1,2,1,6,6,5,1,3,No,80
35,Male,Single,Y,No,Travel_Rarely,8,Human Resources,Human Resources,1,1164,1,4323,7108,528,100,17,0,4,Technical Degree,2,3,3,3,3,2,1,1,6,5,4,1,4,No,80
29,Female,Married,Y,Yes,Travel_Rarely,23,Sales,Sales Executive,3,1165,1,7336,11162,408,45,13,1,1,Life Sciences,3,4,2,1,3,1,1,1,11,11,8,3,10,No,80
40,Female,Single,Y,No,Travel_Frequently,9,Research & Development,Research Director,3,1166,1,13499,13782,593,88,17,0,4,Medical,3,2,3,3,3,3,2,9,20,18,7,2,13,No,80
42,Male,Single,Y,Yes,Travel_Frequently,12,Sales,Sales Executive,4,1167,1,13758,2447,481,44,12,0,3,Life Sciences,2,3,3,1,3,2,2,0,22,21,9,13,14,Yes,80
42,Male,Single,Y,No,Travel_Rarely,4,Sales,Sales Executive,2,1171,1,5155,2253,647,45,13,0,4,Marketing,3,2,3,1,3,4,4,7,9,6,4,1,5,No,80
35,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,1172,1,2258,16340,982,58,12,1,4,Medical,2,4,2,3,3,2,3,6,10,8,0,1,7,No,80
24,Male,Single,Y,No,Travel_Rarely,24,Research & Development,Laboratory Technician,1,1173,1,3597,6409,477,49,22,0,3,Medical,2,4,3,2,4,4,3,8,6,4,3,1,2,No,80
28,Female,Married,Y,Yes,Travel_Rarely,12,Research & Development,Laboratory Technician,1,1175,1,2515,22955,1485,79,11,0,1,Life Sciences,4,3,3,4,3,4,2,1,1,1,1,0,0,Yes,80
26,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Laboratory Technician,1,1177,1,4420,13421,1384,82,22,1,4,Medical,2,1,4,4,4,2,3,1,8,8,7,0,7,No,80
30,Male,Married,Y,No,Travel_Rarely,10,Sales,Sales Executive,2,1179,1,6578,2706,852,72,18,1,3,Marketing,3,3,2,3,3,1,3,1,10,10,3,1,4,No,80
40,Female,Married,Y,No,Travel_Frequently,26,Research & Development,Research Scientist,2,1180,1,4422,21203,902,92,13,1,2,Medical,3,3,2,4,3,4,1,3,16,1,1,0,0,Yes,80
35,Male,Divorced,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,3,1182,1,10274,19588,819,44,18,1,3,Life Sciences,2,3,2,2,3,2,4,2,15,7,7,6,4,No,80
34,Male,Single,Y,No,Travel_Frequently,1,Research & Development,Healthcare Representative,2,1184,1,5343,25755,669,97,20,0,3,Medical,3,4,2,1,4,3,3,0,14,13,9,4,9,No,80
35,Male,Married,Y,No,Travel_Frequently,4,Research & Development,Laboratory Technician,1,1185,1,2376,26537,636,47,13,1,4,Other,2,4,2,4,3,2,4,1,2,2,2,2,2,No,80
43,Female,Single,Y,Yes,Travel_Rarely,9,Sales,Sales Executive,2,1188,1,5346,9489,1372,85,13,0,3,Marketing,2,1,1,3,3,2,2,8,7,4,3,1,3,No,80
32,Female,Divorced,Y,No,Non-Travel,2,Sales,Sales Representative,1,1190,1,2827,14947,862,76,12,3,1,Life Sciences,3,3,3,1,3,3,3,1,1,1,0,0,0,No,80
56,Female,Divorced,Y,No,Travel_Rarely,4,Research & Development,Manager,5,1191,1,19943,18575,718,92,13,1,4,Technical Degree,2,4,3,1,3,4,3,4,28,5,2,4,2,No,80
29,Female,Married,Y,No,Travel_Rarely,6,Research & Development,Laboratory Technician,1,1192,1,3131,26342,1401,54,13,1,1,Medical,5,2,3,4,3,1,3,1,10,10,8,0,8,No,80
19,Male,Single,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,1193,1,2552,7172,645,54,25,0,2,Life Sciences,4,3,3,1,4,3,3,1,1,1,1,0,0,No,80
45,Female,Married,Y,No,Travel_Rarely,7,Research & Development,Research Scientist,1,1195,1,4477,20100,1457,83,19,1,3,Medical,2,1,3,3,3,3,2,4,7,3,2,0,2,Yes,80
37,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,2,1196,1,6474,9961,977,56,13,1,3,Life Sciences,2,4,2,4,3,2,2,1,14,14,8,3,11,No,80
20,Male,Single,Y,No,Travel_Rarely,3,Research & Development,Laboratory Technician,1,1198,1,3033,12828,805,87,12,0,3,Life Sciences,2,1,2,3,3,1,2,1,2,2,2,1,2,No,80
44,Male,Single,Y,Yes,Travel_Rarely,10,Research & Development,Research Scientist,1,1200,1,2936,10826,1097,96,11,0,4,Life Sciences,4,3,3,3,3,3,3,1,6,6,4,0,2,Yes,80
53,Female,Divorced,Y,No,Travel_Rarely,7,Research & Development,Manager,5,1201,1,18606,18640,1223,50,18,1,2,Medical,6,4,3,3,3,2,3,3,26,7,7,4,7,No,80
29,Female,Married,Y,No,Travel_Rarely,15,Research & Development,Research Scientist,1,1202,1,2168,26933,942,69,18,1,1,Life Sciences,2,2,1,4,3,1,2,0,6,5,4,1,3,Yes,80
22,Male,Married,Y,Yes,Travel_Frequently,3,Research & Development,Research Scientist,1,1203,1,2853,4223,1256,48,11,1,4,Life Sciences,5,3,2,4,3,2,3,0,1,0,0,0,0,Yes,80
46,Female,Married,Y,No,Travel_Rarely,2,Sales,Manager,4,1204,1,17048,24097,1402,69,23,0,3,Marketing,2,3,3,1,4,1,3,8,28,26,15,15,9,No,80
44,Male,Single,Y,No,Non-Travel,17,Research & Development,Research Scientist,1,1206,1,2290,4279,111,74,13,0,3,Life Sciences,3,4,1,3,3,4,3,2,6,0,0,0,0,No,80
33,Male,Married,Y,No,Travel_Rarely,2,Human Resources,Human Resources,1,1207,1,3600,8429,147,99,13,1,3,Human Resources,2,2,3,3,3,4,3,1,5,5,4,1,4,No,80
41,Male,Divorced,Y,Yes,Non-Travel,5,Research & Development,Research Scientist,1,1210,1,2107,20293,906,95,17,1,2,Life Sciences,2,1,2,1,3,1,1,6,5,1,0,0,0,No,80
30,Male,Divorced,Y,No,Travel_Rarely,29,Sales,Sales Executive,2,1211,1,4115,13192,1329,61,19,3,4,Life Sciences,3,3,3,1,3,3,3,8,8,4,3,0,3,No,80
40,Male,Married,Y,No,Travel_Frequently,2,Sales,Sales Executive,2,1212,1,4327,25440,1184,62,12,3,4,Medical,2,2,3,2,3,4,3,5,5,0,0,0,0,No,80
50,Female,Married,Y,No,Travel_Frequently,2,Research & Development,Manager,4,1215,1,17856,9490,1421,30,22,1,3,Medical,3,4,3,1,4,3,3,2,32,2,2,2,2,No,80
28,Male,Married,Y,No,Travel_Rarely,19,Research & Development,Laboratory Technician,1,1216,1,3196,12449,1179,78,12,3,4,Medical,2,4,2,1,3,3,3,1,6,6,5,3,3,No,80
46,Male,Married,Y,No,Travel_Rarely,15,Research & Development,Research Director,5,1217,1,19081,10849,1450,52,11,1,2,Life Sciences,2,4,3,2,3,1,3,5,25,4,2,0,3,No,80
35,Male,Married,Y,No,Travel_Rarely,17,Sales,Sales Executive,2,1218,1,8966,21026,1361,94,15,3,4,Life Sciences,2,3,3,1,3,4,3,3,15,7,7,1,7,Yes,80
24,Female,Married,Y,Yes,Travel_Rarely,17,Research & Development,Laboratory Technician,1,1219,1,2210,3372,984,97,13,1,2,Life Sciences,3,4,3,2,3,1,1,1,1,1,0,0,0,No,80
33,Female,Married,Y,No,Travel_Frequently,25,Sales,Sales Executive,2,1220,1,4539,4905,1146,82,12,1,3,Medical,3,2,3,3,3,1,2,1,10,10,7,0,1,No,80
36,Male,Divorced,Y,No,Travel_Rarely,6,Research & Development,Laboratory Technician,1,1221,1,2741,6865,917,60,14,1,4,Life Sciences,4,3,1,3,3,3,3,1,7,7,7,1,7,No,80
30,Male,Divorced,Y,No,Travel_Rarely,7,Research & Development,Laboratory Technician,2,1224,1,3491,11309,853,49,13,3,4,Life Sciences,4,3,3,3,3,1,2,1,10,10,7,8,9,No,80
44,Male,Single,Y,No,Travel_Rarely,29,Research & Development,Research Scientist,2,1225,1,4541,7744,200,32,25,0,4,Other,3,4,3,4,4,2,3,1,20,20,11,13,17,No,80
20,Male,Single,Y,No,Travel_Rarely,21,Sales,Sales Representative,1,1226,1,2678,5050,654,43,17,0,3,Marketing,2,3,4,4,3,4,3,1,2,2,1,2,2,No,80
46,Male,Divorced,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,1228,1,7379,17433,150,60,11,1,4,Technical Degree,3,4,3,4,3,3,2,2,12,6,3,1,4,No,80
42,Male,Married,Y,No,Non-Travel,2,Human Resources,Human Resources,2,1231,1,6272,12858,179,79,16,1,5,Medical,3,4,4,1,3,1,4,7,10,4,3,0,3,No,80
60,Male,Divorced,Y,No,Travel_Rarely,7,Sales,Sales Executive,2,1233,1,5220,10893,696,52,18,1,4,Marketing,3,2,4,4,3,2,3,0,12,11,7,1,9,Yes,80
32,Female,Married,Y,No,Travel_Frequently,13,Research & Development,Laboratory Technician,1,1234,1,2743,7331,116,77,20,1,3,Other,2,3,2,2,4,3,3,1,2,2,2,2,2,No,80
32,Female,Single,Y,No,Travel_Frequently,2,Research & Development,Research Scientist,2,1235,1,4998,2338,1316,38,14,0,2,Life Sciences,2,4,3,3,3,4,3,4,10,8,7,0,7,Yes,80
36,Female,Divorced,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,3,1237,1,10252,4235,363,77,21,1,3,Technical Degree,2,3,1,1,4,3,3,2,17,7,7,7,7,Yes,80
33,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,1238,1,2781,6311,117,60,13,1,3,Medical,5,1,3,4,3,2,3,0,15,14,10,4,10,No,80
40,Female,Divorced,Y,No,Travel_Rarely,10,Sales,Sales Executive,2,1239,1,6852,11591,107,84,12,1,3,Technical Degree,2,2,2,2,3,2,4,7,7,5,1,1,3,No,80
25,Male,Single,Y,No,Travel_Rarely,10,Sales,Sales Executive,2,1240,1,4950,20623,1356,57,14,0,4,Life Sciences,4,3,3,4,3,2,3,0,5,4,3,1,1,No,80
30,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,1241,1,3579,9369,1465,63,21,1,3,Medical,2,4,3,2,4,1,3,0,12,11,9,5,7,Yes,80
42,Female,Married,Y,No,Travel_Frequently,26,Research & Development,Research Director,3,1242,1,13191,23281,458,60,17,0,5,Medical,6,1,3,1,3,3,3,3,20,1,0,0,0,Yes,80
35,Female,Married,Y,No,Non-Travel,8,Sales,Sales Executive,3,1243,1,10377,13755,1212,78,11,1,2,Marketing,6,3,2,4,3,2,2,4,16,13,2,4,12,Yes,80
27,Male,Married,Y,No,Travel_Rarely,14,Research & Development,Research Scientist,1,1244,1,2235,14377,1103,42,14,2,3,Life Sciences,3,1,3,1,3,4,2,1,9,9,7,6,8,Yes,80
